user_id,age,city,subscription_type
219,20,Поти,free
220,,Тбилиси,free
221,22,Батуми,ultra
222,32,Ванадзор,free
223,12,Ереван,free
224,41,Тбилиси,free
225,23,Поти,free
226,29,Ереван,ultra
227,34,Рустави,ultra
228,19,Ванадзор,free
229,27,Батуми,ultra
230,17,Ванадзор,free
231,29,Поти,ultra
232,28,Ереван,ultra
233,36,Тбилиси,ultra
234,30,Батуми,ultra
235,,Тбилиси,free
236,31,Гюмри,ultra
237,27,Поти,ultra
238,20,Ереван,ultra
239,17,Тбилиси,ultra
240,29,Ереван,free
241,23,Ереван,ultra
242,37,Гюмри,ultra
243,32,Тбилиси,free
244,25,Тбилиси,ultra
245,34,Кутаиси,ultra
246,22,Батуми,ultra
247,23,Тбилиси,free
248,44,Поти,free
249,,Батуми,free
250,28,Ереван,free
251,30,Поти,free
252,29,Ереван,ultra
253,39,Тбилиси,free
254,32,Тбилиси,free
255,30,Ереван,free
256,25,Ванадзор,ultra
257,23,Батуми,free
258,16,Тбилиси,free
259,32,Батуми,free
260,,Батуми,free
261,28,Ереван,free
262,34,Батуми,ultra
263,30,Кутаиси,ultra
264,38,Кутаиси,ultra
265,17,Ванадзор,free
266,32,Поти,free
267,12,Тбилиси,free
268,18,Ереван,free
269,24,Рустави,free
270,25,Тбилиси,free
271,21,Батуми,free
272,27,Батуми,ultra
273,25,Гюмри,free
274,22,Ереван,free
275,34,Кутаиси,free
276,,Ереван,ultra
277,28,Ванадзор,free
278,14,Ванадзор,ultra
279,22,Рустави,ultra
280,26,Ванадзор,ultra
281,27,Ереван,ultra
282,34,Поти,free
283,18,Рустави,ultra
284,42,Кутаиси,ultra
285,30,Ванадзор,free
286,14,Рустави,free
287,35,Поти,free
288,25,Батуми,ultra
289,37,Кутаиси,free
290,41,Ванадзор,ultra
291,30,Гюмри,ultra
292,22,Ванадзор,free
293,27,Тбилиси,free
294,21,Ереван,ultra
295,23,Ванадзор,free
296,18,Батуми,free
297,20,Батуми,ultra
298,12,Ереван,free
299,12,Тбилиси,ultra
300,25,Тбилиси,free
301,13,Поти,ultra
302,33,Ванадзор,ultra
303,21,Кутаиси,free
304,18,Ереван,free
305,,Тбилиси,free
306,21,Тбилиси,free
307,27,Ереван,free
308,39,Батуми,ultra
309,21,Тбилиси,ultra
310,19,Ванадзор,free
311,15,Тбилиси,free
312,31,Батуми,free
313,34,Поти,ultra
314,25,Поти,free
315,19,Гюмри,free
316,25,Ереван,free
317,21,Батуми,ultra
318,30,Ереван,free
319,38,Ванадзор,free
320,32,Тбилиси,free
321,19,Тбилиси,free
322,17,Тбилиси,ultra
323,36,Батуми,ultra
324,39,Поти,free
325,19,Тбилиси,free
326,30,Тбилиси,free
327,14,Батуми,free
328,26,Ереван,ultra
329,16,Поти,free
330,12,Ванадзор,free
331,33,Тбилиси,ultra
332,42,Кутаиси,ultra
333,25,Ванадзор,free
334,29,Ереван,free
335,31,Поти,free
336,17,Тбилиси,free
337,29,Кутаиси,free
338,27,Кутаиси,free
339,20,Ванадзор,free
340,14,Рустави,free
341,12,Рустави,free
342,,Батуми,free
343,33,Ванадзор,free
344,29,Ереван,ultra
345,22,Гюмри,ultra
346,22,Батуми,ultra
347,28,Ванадзор,free
348,21,Ванадзор,free
349,38,Поти,free
350,36,Тбилиси,free
351,32,Поти,free
352,31,Кутаиси,ultra
353,30,Ереван,free
354,,Ванадзор,ultra
355,28,Ванадзор,ultra
356,19,Батуми,free
357,32,Батуми,ultra
358,31,Гюмри,ultra
359,21,Тбилиси,free
360,32,Поти,free
361,,Ванадзор,free
362,22,Ереван,free
363,42,Тбилиси,free
364,35,Поти,free
365,21,Ереван,free
366,14,Гюмри,free
367,26,Тбилиси,free
368,35,Гюмри,free
369,39,Ванадзор,free
370,22,Батуми,free
371,39,Батуми,ultra
372,17,Ванадзор,ultra
373,29,Ереван,free
374,28,Кутаиси,ultra
375,36,Ванадзор,free
376,35,Кутаиси,free
377,27,Поти,free
378,24,Ереван,free
379,42,Ванадзор,ultra
380,38,Тбилиси,free
381,28,Гюмри,free
382,24,Ванадзор,free
383,28,Тбилиси,free
384,26,Кутаиси,ultra
385,25,Поти,free
386,20,Рустави,ultra
387,17,Батуми,ultra
388,48,Ванадзор,free
389,,Батуми,ultra
390,27,Гюмри,ultra
391,12,Тбилиси,ultra
392,26,Ереван,free
393,31,Кутаиси,free
394,23,Ереван,free
395,25,Ереван,free
396,20,Ереван,free
397,42,Ванадзор,free
398,35,Тбилиси,ultra
399,32,Поти,free
400,29,Тбилиси,free
401,21,Рустави,ultra
402,32,Рустави,free
403,27,Ереван,free
404,19,Батуми,free
405,37,Рустави,free
406,26,Ереван,free
407,21,Тбилиси,free
408,12,Ереван,free
409,34,Тбилиси,free
410,12,Гюмри,free
411,27,Батуми,ultra
412,38,Кутаиси,free
413,29,Ванадзор,free
414,22,Батуми,ultra
415,22,Ереван,free
416,34,Тбилиси,ultra
417,36,Тбилиси,free
418,40,Рустави,free
419,39,Рустави,free
420,30,Поти,free
421,20,Ереван,ultra
422,29,Рустави,ultra
423,28,Ереван,free
424,32,Рустави,ultra
425,34,Батуми,ultra
426,19,Кутаиси,free
427,31,Ванадзор,free
428,19,Тбилиси,free
429,28,Рустави,ultra
430,29,Рустави,ultra
431,46,Кутаиси,free
432,13,Ванадзор,ultra
433,21,Тбилиси,ultra
434,19,Ереван,ultra
435,31,Батуми,free
436,23,Батуми,ultra
437,15,Тбилиси,free
438,31,Рустави,free
439,26,Ванадзор,ultra
440,35,Кутаиси,free
441,34,Ереван,free
442,28,Поти,ultra
443,49,Рустави,free
444,29,Ереван,ultra
445,34,Поти,ultra
446,12,Гюмри,ultra
447,27,Батуми,ultra
448,26,Ереван,ultra
449,21,Рустави,ultra
450,34,Ванадзор,free
451,41,Поти,ultra
452,37,Тбилиси,free
453,28,Ереван,free
454,29,Батуми,free
455,15,Тбилиси,free
456,12,Батуми,ultra
457,24,Кутаиси,ultra
458,36,Ереван,free
459,17,Кутаиси,ultra
460,13,Батуми,free
461,22,Тбилиси,free
462,,Ереван,free
463,25,Батуми,free
464,25,Кутаиси,ultra
465,39,Ереван,ultra
466,32,Батуми,free
467,24,Ереван,free
468,36,Ереван,free
469,19,Ванадзор,ultra
470,43,Кутаиси,free
471,26,Ванадзор,free
472,26,Кутаиси,free
473,12,Батуми,free
474,26,Тбилиси,ultra
475,27,Тбилиси,free
476,23,Ереван,free
477,15,Ванадзор,free
478,27,Кутаиси,free
479,31,Поти,free
480,28,Поти,free
481,28,Тбилиси,ultra
482,29,Кутаиси,free
483,27,Тбилиси,free
484,34,Батуми,ultra
485,12,Поти,free
486,35,Тбилиси,free
487,23,Батуми,ultra
488,18,Ереван,free
489,34,Батуми,free
490,26,Батуми,free
491,22,Ереван,free
492,13,Ванадзор,free
493,21,Ереван,free
494,,Тбилиси,ultra
495,24,Кутаиси,free
496,20,Ванадзор,free
497,28,Гюмри,ultra
498,17,Тбилиси,free
499,43,Рустави,free
500,33,Тбилиси,ultra
501,17,Ванадзор,free
502,19,Ванадзор,free
503,34,Тбилиси,ultra
504,27,Ванадзор,ultra
505,38,Гюмри,ultra
506,,Поти,free
507,26,Рустави,free
508,,Тбилиси,ultra
509,18,Тбилиси,ultra
510,35,Тбилиси,free
511,27,Поти,free
512,28,Кутаиси,ultra
513,,Поти,ultra
514,28,Кутаиси,free
515,18,Гюмри,ultra
516,20,Гюмри,ultra
517,27,Тбилиси,free
518,30,Ереван,free
519,42,Батуми,ultra
520,19,Рустави,free
521,32,Тбилиси,free
522,,Ереван,ultra
523,25,Кутаиси,ultra
524,25,Батуми,ultra
525,44,Гюмри,free
526,15,Гюмри,free
527,36,Кутаиси,ultra
528,21,Рустави,free
529,27,Рустави,free
530,29,Поти,free
531,36,Ереван,ultra
532,32,Ванадзор,free
533,28,Рустави,ultra
534,32,Ереван,free
535,12,Ереван,ultra
536,20,Ереван,free
537,38,Тбилиси,free
538,16,Тбилиси,ultra
539,21,Поти,ultra
540,34,Рустави,free
541,32,Ванадзор,ultra
542,35,Ванадзор,free
543,34,Кутаиси,free
544,31,Батуми,free
545,12,Ванадзор,free
546,27,Тбилиси,ultra
547,36,Поти,ultra
548,37,Гюмри,free
549,36,Тбилиси,free
550,29,Ванадзор,free
551,32,Ереван,ultra
552,27,Ереван,free
553,22,Тбилиси,free
554,34,Гюмри,ultra
555,25,Поти,free
556,31,Тбилиси,ultra
557,15,Батуми,ultra
558,31,Ванадзор,ultra
559,18,Ереван,free
560,23,Гюмри,ultra
561,44,Кутаиси,free
562,14,Кутаиси,ultra
563,31,Ванадзор,free
564,27,Ереван,ultra
565,27,Батуми,free
566,34,Ереван,free
567,18,Ереван,free
568,27,Ереван,ultra
569,31,Тбилиси,ultra
570,,Рустави,ultra
571,25,Кутаиси,free
572,12,Ванадзор,ultra
573,27,Ереван,free
574,12,Гюмри,free
575,29,Батуми,free
576,23,Ванадзор,free
577,25,Ванадзор,ultra
578,29,Гюмри,free
579,21,Ванадзор,ultra
580,20,Ереван,ultra
581,30,Тбилиси,free
582,18,Ванадзор,ultra
583,27,Ереван,free
584,32,Ереван,ultra
585,25,Ванадзор,ultra
586,24,Рустави,free
587,27,Ванадзор,ultra
588,39,Рустави,free
589,27,Ванадзор,free
590,37,Ереван,free
591,23,Ереван,ultra
592,28,Ванадзор,free
593,34,Кутаиси,free
594,19,Тбилиси,ultra
595,20,Рустави,ultra
596,36,Рустави,free
597,19,Тбилиси,ultra
598,27,Батуми,free
599,25,Ереван,free
600,23,Гюмри,ultra
601,32,Ереван,ultra
602,26,Тбилиси,free
603,15,Кутаиси,free
604,,Поти,free
605,28,Ереван,free
606,32,Тбилиси,ultra
607,26,Тбилиси,ultra
608,21,Ванадзор,ultra
609,25,Ереван,ultra
610,33,Батуми,free
611,21,Ванадзор,free
612,12,Батуми,ultra
613,26,Ереван,free
614,14,Тбилиси,free
615,35,Поти,ultra
616,18,Гюмри,ultra
617,33,Тбилиси,ultra
618,27,Ереван,free
619,26,Гюмри,free
620,,Тбилиси,free
621,34,Тбилиси,free
622,39,Ванадзор,ultra
623,40,Поти,free
624,20,Ванадзор,ultra
625,30,Ереван,ultra
626,22,Кутаиси,ultra
627,34,Тбилиси,free
628,23,Поти,free
629,22,Кутаиси,free
630,27,Ванадзор,free
631,25,Гюмри,free
632,25,Рустави,free
633,28,Батуми,free
634,12,Ереван,free
635,27,Батуми,free
636,25,Рустави,free
637,35,Тбилиси,free
638,37,Тбилиси,free
639,26,Тбилиси,ultra
640,12,Тбилиси,ultra
641,,Кутаиси,free
642,40,Ванадзор,free
643,21,Гюмри,free
644,18,Тбилиси,ultra
645,28,Ванадзор,ultra
646,18,Ереван,free
647,22,Ереван,ultra
648,46,Кутаиси,free
649,29,Тбилиси,free
650,34,Батуми,free
651,20,Тбилиси,free
652,22,Поти,ultra
653,27,Кутаиси,ultra
654,41,Батуми,free
655,30,Батуми,free
656,40,Тбилиси,ultra
657,20,Ванадзор,free
658,35,Батуми,free
659,24,Кутаиси,free
660,26,Батуми,ultra
661,35,Тбилиси,free
662,29,Тбилиси,ultra
663,25,Ереван,free
664,27,Гюмри,free
665,37,Ереван,free
666,19,Кутаиси,free
667,29,Батуми,free
668,,Ванадзор,free
669,18,Гюмри,ultra
670,20,Тбилиси,free
671,,Тбилиси,ultra
672,26,Рустави,free
673,19,Батуми,free
674,27,Тбилиси,free
675,41,Ванадзор,ultra
676,31,Ереван,free
677,29,Поти,free
678,34,Ванадзор,free
679,36,Батуми,ultra
680,45,Батуми,ultra
681,26,Тбилиси,ultra
682,35,Тбилиси,ultra
683,29,Ереван,ultra
684,35,Ереван,ultra
685,26,Батуми,free
686,20,Поти,free
687,33,Батуми,ultra
688,28,Ванадзор,free
689,19,Кутаиси,free
690,20,Ванадзор,ultra
691,18,Тбилиси,ultra
692,18,Ванадзор,free
693,12,Ереван,ultra
694,17,Батуми,free
695,30,Рустави,free
696,29,Ереван,ultra
697,26,Поти,free
698,27,Ванадзор,free
699,26,Ванадзор,ultra
700,20,Ереван,ultra
701,34,Тбилиси,ultra
702,17,Поти,free
703,21,Батуми,ultra
704,32,Тбилиси,ultra
705,20,Рустави,ultra
706,39,Рустави,free
707,18,Батуми,free
708,,Рустави,ultra
709,35,Тбилиси,ultra
710,15,Кутаиси,free
711,26,Ванадзор,free
712,21,Тбилиси,free
713,20,Поти,free
714,22,Рустави,ultra
715,27,Гюмри,ultra
716,28,Поти,ultra
717,29,Кутаиси,free
718,32,Ванадзор,free
719,22,Ереван,ultra
720,28,Ереван,ultra
721,50,Ереван,ultra
722,36,Батуми,free
723,25,Поти,free
724,30,Тбилиси,ultra
725,24,Поти,free
726,15,Поти,free
727,26,Батуми,free
728,12,Тбилиси,free
729,42,Тбилиси,free
730,12,Ванадзор,free
731,12,Поти,ultra
732,19,Кутаиси,ultra
733,16,Ванадзор,free
734,27,Кутаиси,free
735,18,Тбилиси,free
736,24,Ванадзор,ultra
737,36,Тбилиси,ultra
738,27,Ереван,ultra
739,22,Тбилиси,free
740,21,Тбилиси,free
741,33,Кутаиси,ultra
742,26,Батуми,ultra
743,18,Ванадзор,free
744,12,Ереван,free
745,40,Ереван,free
746,27,Ереван,ultra
747,35,Ереван,free
748,33,Ванадзор,ultra
749,40,Поти,ultra
750,49,Ереван,free
751,35,Тбилиси,ultra
752,38,Рустави,free
753,26,Ереван,ultra
754,19,Тбилиси,free
755,31,Гюмри,free
756,30,Поти,free
757,19,Кутаиси,free
758,35,Тбилиси,ultra
759,13,Тбилиси,free
760,24,Рустави,ultra
761,30,Батуми,ultra
762,21,Кутаиси,ultra
763,24,Поти,free
764,34,Поти,ultra
765,39,Гюмри,free
766,18,Батуми,ultra
767,26,Ванадзор,ultra
768,32,Тбилиси,ultra
769,22,Рустави,ultra
770,12,Ереван,ultra
771,37,Кутаиси,ultra
772,20,Гюмри,free
773,32,Поти,ultra
774,38,Батуми,ultra
775,22,Тбилиси,ultra
776,14,Батуми,free
777,40,Гюмри,ultra
778,38,Поти,free
779,14,Ванадзор,free
780,27,Батуми,ultra
781,36,Тбилиси,ultra
782,22,Ванадзор,ultra
783,31,Рустави,free
784,12,Ванадзор,ultra
785,24,Рустави,ultra
786,21,Тбилиси,free
787,,Рустави,ultra
788,25,Поти,ultra
789,28,Тбилиси,free
790,25,Батуми,free
791,25,Тбилиси,ultra
792,37,Поти,free
793,20,Рустави,ultra
794,12,Ереван,free
795,29,Рустави,free
796,27,Кутаиси,ultra
797,30,Тбилиси,free
798,48,Ванадзор,free
799,27,Ванадзор,ultra
800,27,Тбилиси,free
801,31,Ереван,ultra
802,22,Ванадзор,ultra
803,18,Ванадзор,free
804,16,Ереван,ultra
805,25,Тбилиси,ultra
806,27,Ереван,free
807,17,Тбилиси,ultra
808,23,Батуми,ultra
809,27,Ереван,free
810,30,Ереван,ultra
811,28,Ереван,free
812,13,Рустави,ultra
813,38,Батуми,ultra
814,27,Тбилиси,free
815,39,Рустави,free
816,23,Батуми,free
817,20,Гюмри,ultra
818,29,Батуми,free
819,33,Кутаиси,free
820,22,Батуми,ultra
821,16,Тбилиси,free
822,20,Гюмри,ultra
823,27,Батуми,free
824,39,Батуми,free
825,20,Ереван,free
826,19,Ванадзор,free
827,41,Гюмри,free
828,12,Гюмри,free
829,34,Рустави,free
830,,Рустави,free
831,13,Тбилиси,free
832,28,Ванадзор,free
833,27,Ванадзор,free
834,,Ереван,free
835,38,Тбилиси,free
836,33,Тбилиси,free
837,27,Ереван,free
838,28,Ванадзор,ultra
839,29,Ереван,ultra
840,28,Гюмри,free
841,27,Тбилиси,free
842,,Ванадзор,free
843,45,Ереван,free
844,29,Тбилиси,free
845,21,Тбилиси,free
846,32,Тбилиси,free
847,18,Тбилиси,ultra
848,32,Гюмри,ultra
849,17,Поти,free
850,31,Поти,free
851,24,Тбилиси,free
852,16,Кутаиси,free
853,34,Рустави,ultra
854,25,Гюмри,free
855,24,Поти,ultra
856,24,Батуми,free
857,38,Гюмри,free
858,30,Ванадзор,ultra
859,43,Ереван,free
860,31,Ереван,free
861,16,Тбилиси,ultra
862,23,Гюмри,free
863,16,Ереван,free
864,39,Поти,free
865,22,Рустави,ultra
866,28,Ванадзор,free
867,28,Ванадзор,ultra
868,15,Ереван,ultra
869,24,Ванадзор,free
870,27,Поти,ultra
871,12,Поти,ultra
872,37,Тбилиси,free
873,26,Рустави,free
874,19,Гюмри,free
875,31,Батуми,ultra
876,32,Батуми,ultra
877,34,Ванадзор,free
878,35,Ереван,free
879,48,Кутаиси,ultra
880,37,Ванадзор,free
881,29,Ванадзор,free
882,33,Тбилиси,ultra
883,25,Ереван,free
884,20,Поти,free
885,30,Кутаиси,free
886,32,Рустави,free
887,31,Гюмри,ultra
888,37,Тбилиси,ultra
889,33,Тбилиси,free
890,,Батуми,free
891,36,Ереван,free
892,27,Гюмри,free
893,36,Тбилиси,free
894,41,Ванадзор,free
895,21,Тбилиси,free
896,30,Тбилиси,free
897,28,Ереван,ultra
898,33,Тбилиси,ultra
899,31,Ванадзор,free
900,29,Тбилиси,free
901,28,Ереван,free
902,27,Ереван,ultra
903,24,Ереван,ultra
904,40,Тбилиси,ultra
905,28,Кутаиси,free
906,16,Кутаиси,ultra
907,29,Тбилиси,free
908,32,Поти,free
909,12,Батуми,free
910,19,Ереван,ultra
911,37,Гюмри,ultra
912,22,Поти,free
913,45,Тбилиси,ultra
914,18,Тбилиси,ultra
915,37,Батуми,ultra
916,32,Ереван,ultra
917,31,Тбилиси,ultra
918,13,Поти,free
919,26,Батуми,ultra
920,17,Ванадзор,ultra
921,19,Тбилиси,free
922,28,Тбилиси,free
923,29,Рустави,free
924,20,Батуми,free
925,24,Поти,ultra
926,29,Поти,free
927,21,Ереван,free
928,24,Тбилиси,ultra
929,42,Ванадзор,free
930,24,Ванадзор,free
931,25,Гюмри,free
932,28,Гюмри,free
933,12,Ванадзор,free
934,48,Поти,free
935,35,Тбилиси,free
936,26,Ереван,free
937,24,Батуми,free
938,22,Рустави,ultra
939,38,Кутаиси,ultra
940,12,Батуми,ultra
941,12,Ванадзор,free
942,34,Ереван,free
943,29,Тбилиси,ultra
944,26,Кутаиси,ultra
945,12,Рустави,ultra
946,31,Ереван,free
947,23,Поти,free
948,28,Кутаиси,free
949,33,Рустави,ultra
950,29,Тбилиси,free
951,30,Тбилиси,free
952,17,Батуми,ultra
953,34,Тбилиси,ultra
954,21,Тбилиси,free
955,,Кутаиси,free
956,34,Ванадзор,ultra
957,34,Тбилиси,ultra
958,12,Поти,free
959,16,Поти,ultra
960,35,Тбилиси,ultra
961,31,Тбилиси,free
962,27,Батуми,free
963,34,Ереван,free
964,26,Поти,free
965,33,Ереван,ultra
966,31,Ванадзор,free
967,34,Поти,free
968,28,Поти,free
969,24,Ванадзор,free
970,12,Поти,ultra
971,17,Рустави,ultra
972,20,Тбилиси,ultra
973,34,Кутаиси,free
974,30,Тбилиси,free
975,31,Тбилиси,free
976,34,Тбилиси,free
977,32,Рустави,free
978,25,Батуми,ultra
979,38,Тбилиси,ultra
980,26,Поти,free
981,12,Рустави,ultra
982,22,Гюмри,ultra
983,27,Поти,free
984,26,Гюмри,ultra
985,12,Поти,free
986,39,Кутаиси,ultra
987,16,Батуми,free
988,23,Батуми,ultra
989,37,Гюмри,free
990,37,Ереван,free
991,24,Поти,free
992,22,Гюмри,ultra
993,33,Тбилиси,ultra
994,24,Гюмри,free
995,28,Ереван,free
996,20,Ереван,ultra
997,39,Ванадзор,free
998,33,Батуми,free
999,41,Ереван,ultra
1000,24,Рустави,free
1001,24,Ванадзор,ultra
1002,37,Тбилиси,free
1003,19,Гюмри,ultra
1004,34,Батуми,ultra
1005,26,Ереван,ultra
1006,34,Кутаиси,free
1007,29,Поти,free
1008,23,Тбилиси,free
1009,28,Батуми,ultra
1010,28,Кутаиси,free
1011,17,Тбилиси,free
1012,15,Тбилиси,free
1013,15,Кутаиси,free
1014,17,Батуми,free
1015,27,Гюмри,ultra
1016,26,Батуми,ultra
1017,24,Тбилиси,free
1018,26,Кутаиси,free
1019,35,Ереван,free
1020,28,Батуми,free
1021,24,Ереван,ultra
1022,17,Тбилиси,ultra
1023,34,Поти,free
1024,26,Гюмри,ultra
1025,52,Ванадзор,ultra
1026,19,Тбилиси,free
1027,,Батуми,ultra
1028,26,Тбилиси,ultra
1029,30,Ереван,free
1030,28,Кутаиси,free
1031,20,Поти,free
1032,24,Ереван,free
1033,28,Тбилиси,free
1034,,Кутаиси,free
1035,16,Тбилиси,ultra
1036,30,Поти,free
1037,13,Кутаиси,free
1038,19,Ереван,free
1039,29,Рустави,free
1040,28,Тбилиси,ultra
1041,23,Ереван,free
1042,24,Ванадзор,free
1043,23,Рустави,ultra
1044,40,Тбилиси,free
1045,18,Ереван,free
1046,15,Гюмри,free
1047,24,Гюмри,ultra
1048,13,Батуми,free
1049,24,Гюмри,ultra
1050,16,Рустави,ultra
1051,16,Тбилиси,ultra
1052,28,Тбилиси,free
1053,29,Ванадзор,free
1054,30,Рустави,free
1055,,Ереван,ultra
1056,25,Поти,free
1057,20,Ереван,free
1058,18,Батуми,free
1059,23,Батуми,free
1060,12,Гюмри,ultra
1061,,Тбилиси,ultra
1062,33,Батуми,free
1063,37,Рустави,ultra
1064,30,Батуми,free
1065,20,Тбилиси,free
1066,38,Батуми,free
1067,25,Кутаиси,ultra
1068,34,Ереван,ultra
1069,29,Поти,free
1070,21,Ванадзор,ultra
1071,14,Кутаиси,ultra
1072,18,Ванадзор,ultra
1073,26,Ереван,ultra
1074,40,Поти,free
1075,34,Тбилиси,ultra
1076,20,Ереван,free
1077,15,Тбилиси,ultra
1078,40,Ереван,ultra
1079,13,Ереван,ultra
1080,31,Батуми,free
1081,,Поти,ultra
1082,30,Гюмри,ultra
1083,25,Батуми,free
1084,38,Гюмри,free
1085,21,Батуми,free
1086,26,Тбилиси,free
1087,21,Ереван,free
1088,,Ванадзор,free
1089,21,Батуми,free
1090,32,Батуми,ultra
1091,35,Тбилиси,ultra
1092,46,Гюмри,free
1093,27,Гюмри,free
1094,33,Поти,ultra
1095,29,Тбилиси,free
1096,27,Ванадзор,ultra
1097,14,Ереван,free
1098,,Тбилиси,free
1099,35,Ереван,ultra
1100,21,Кутаиси,ultra
1101,29,Тбилиси,free
