player_id,reg_date,country,platform,channel,sessions,total_minutes,max_level
41,2026-01-06,ES,ANDROID,ua_google,7,"108,8",3
42,2026-03-07,de,ios,ua_tiktok,1,7.9,1
43,2025-11-11,FR,android,ua_google,3,30.0,3
44,2026-03-16,BR,android,organic,103,2362.9,42
45,05.11.2025,ru,ios,ua_facebook,2,14.8,3
46,30.12.2025,RU,ios,ua_google,9,207.7,8
47,2026-05-01,MX,ios,ua_google,57,1319.1,35
48,2025-11-19,US,pc,ua_tiktok,1,18.7,2
49,2025-11-17,BR,ios,influencer,1,34.5,1
50,2026-05-25,н/д,android,ua_facebook,6,null,2
51,07.05.2026,us,android,influencer,6,172.4,6
52,2025-10-05,PL,ios,influencer,2,26.0,4
53,2026-06-24,Russia,ANDROID,ua_tiktok,4,53.3,7
54,2025-10-04,ES,pc,influencer,2,25.4,2
55,2025-09-06,IN,ios,influencer,1,10.2,1
56,2025-12-28,Brazil,android,ua_facebook,8,97.8,2
57,18.12.2025,RU,IOS,ua_facebook,169,3373.1,102
58,28.04.2026,RU,android,ua_facebook,53,1324.6,28
59,2025-09-21,ES,android,organic,293,6294.4,136
60,24.11.2025,IN,ios,ua_google,91,1436.8,47
61,18.03.2026,,ios,ua_tiktok,35,563.0,23
62,2025-09-07,PL,ios,influencer,4,78.6,3
63,2025-12-05,BR,ios,organic,81,1632.9,43
64,2025-11-06,RU,Android,ua_google,97,2002.5,59
65,14.03.2026,DE,Android,influencer,3,54.6,1
66,2025-09-30,TR,android,ua_facebook,3,59.7,2
67,2026-01-20,,android,ua_google,4,67.7,2
68,2025-09-19,BR,android,ua_google,2,22.6,2
69,23.03.2026,DE,android,ua_facebook,1,20.0,1
70,2025-09-20,PL,pc,cross_promo,2,11.8,2
71,2026-03-25,н/д,pc,influencer,76,1536.7,35
72,2026-01-13,,Android,organic,25,NaN,11
73,15.09.2025,BR,android,ua_google,2,55.7,2
74,2026-02-23,FR,ios,ua_google,97,2079.5,49
75,2026-03-02,US,pc,influencer,6,163.1,5
76,2025-10-17,DE,pc,ua_facebook,1,32.3,2
77,07.01.2026,DE,android,ua_google,3,35.9,3
78,21.04.2026,DE,pc,ua_google,60,1197.7,28
79,2025-09-05,IN,iOS,ua_google,1,19.0,1
80,2026-01-20,н/д,pc,organic,9,"204,0",5
81,2025-12-23,PL,IOS,ua_facebook,34,601.1,21
82,11.01.2026,DE,ios,organic,2,51.5,2
83,2025-11-19,BR,ios,ua_facebook,3,86.2,2
84,2025-10-15,Turkey,ios,ua_facebook,16,434.0,9
85,09.11.2025,TR,pc,ua_facebook,134,2449.1,62
86,2026-01-31,MX,pc,influencer,1,16.4,1
87,19.09.2025,RU,pc,organic,35,683.5,14
88,2026-02-05,GER,Android,ua_tiktok,2,10.1,2
89,2026-05-20,PL,android,ua_tiktok,1,22.7,1
90,2025-10-24,TR,pc,ua_facebook,28,509.6,15
91,2025-11-01,н/д,android,organic,27,515.0,18
92,15.04.2026,br,ios,influencer,57,,38
93,14.03.2026,RU,android,ua_facebook,10,"162,4",5
94,22.06.2026,-,android,influencer,2,88.6,2
95,2025-09-11,MX,ios,ua_tiktok,8,209.4,4
96,2026-05-23,DE,android,organic,1,28.0,1
97,04.11.2025,FR,iOS,ua_tiktok,2,10.1,1
98,2025-09-06,DE,pc,organic,8,132.6,8
99,2025-12-10,TR,android,ua_google,1,4.5,1
100,03.09.2025,GER,pc,influencer,4,61.8,4
101,01.05.2026,MX,ANDROID,ua_facebook,2,17.3,1
102,2025-10-23,DE,ios,organic,4,76.1,5
103,2026-05-25,ES,ios,organic,2,63.8,1
104,2025-11-13,US,ios,ua_google,3,40.0,4
105,12.05.2026,Brazil,ios,ua_tiktok,27,577.9,10
106,2026-02-03,ES,android,ua_tiktok,3,,4
107,2025-09-13,DE,ios,organic,4,51.8,4
108,04.11.2025,DE,IOS,influencer,8,137.9,1
109,01.10.2025,PL,pc,organic,67,1353.4,30
110,2026-03-09,MX,Windows,organic,16,299.5,4
111,2025-09-22,MX,android,ua_google,82,1492.7,54
112,2025-09-02,BR,android,organic,1,5.7,2
113,23.10.2025,BR,android,influencer,81,1719.9,45
114,2026-01-18,USA,pc,ua_google,19,556.6,10
115,2026-06-25,NaN,android,ua_google,1,6.8,3
116,22.03.2026,DE,ios,cross_promo,7,113.0,2
117,2026-05-26,FR,android,ua_google,4,69.6,1
118,2026-02-03,US,android,ua_facebook,1,11.9,2
119,2026-01-10,-,android,organic,2,28.0,4
120,2025-09-02,null,pc,cross_promo,67,1181.2,35
121,2025-11-20,US,ios,organic,109,"2537,8",64
122,2026-01-27,BR,Android,influencer,87,2066.1,43
123,2026-03-23,RU,ios,ua_google,33,956.9,24
124,2025-10-24,RU,pc,ua_facebook,41,789.0,22
125,13.05.2026,DE,pc,ua_tiktok,18,273.9,11
126,2026-06-01,FR,pc,influencer,3,102.5,2
127,2025-11-24,FR,pc,ua_facebook,15,"266,5",8
128,2026-03-25,IN,ios,influencer,58,1251.2,29
129,2026-05-01,BR,android,ua_google,47,902.7,27
130,2026-03-21,USA,android,ua_google,66,1239.9,33
131,17.03.2026,ES,android,ua_tiktok,56,1507.3,27
132,2025-09-23,TR,PC,organic,1,,1
133,2026-05-05,TR,PC,ua_facebook,1,69.7,2
134,2026-02-26,TR,pc,ua_facebook,3,41.2,2
135,2025-09-04,PL,pc,ua_facebook,12,"288,0",3
136,04.11.2025,PL,pc,influencer,3,53.6,2
137,2025-09-26,IN,android,ua_tiktok,6,"49,1",3
138,2025-09-03,TR,pc,ua_tiktok,21,423.8,11
139,2025-11-03,TR,android,ua_facebook,3,56.2,2
140,25.03.2026,PL,ios,cross_promo,4,153.8,4
141,2026-06-16,RU,IOS,cross_promo,1,8.1,1
142,2025-10-08,FR,android,organic,32,"542,6",13
143,2025-09-03,US,pc,ua_google,6,195.6,6
144,2026-04-09,US,pc,organic,1,63.3,2
145,05.09.2025,BR,android,organic,1,3.8,1
146,2026-06-19,TR,android,ua_google,4,59.2,5
147,2026-04-14,ES,Android,ua_google,2,-,2
148,2025-09-18,ru,ios,organic,3,64.7,2
149,2025-09-19,TR,pc,ua_facebook,5,187.5,2
150,2026-02-12,IN,IOS,cross_promo,9,186.8,4
151,20.10.2025,DE,ios,ua_google,6,77.4,4
152,2026-04-28,DE,iOS,organic,3,37.6,1
153,12.03.2026,RU,pc,ua_facebook,2,33.5,2
154,2026-03-19,NaN,android,ua_facebook,1,7.1,1
155,2026-06-14,RU,android,ua_facebook,14,348.0,11
156,2026-05-28,DE,android,organic,1,null,1
157,15.05.2026,ru,ios,ua_google,14,336.5,8
158,2026-04-30,null,Android,ua_tiktok,10,294.2,9
159,2025-11-21,ES,ios,ua_facebook,110,1873.3,67
160,2025-12-09,RU,pc,ua_facebook,80,1494.5,46
161,17.04.2026,FR,android,ua_google,49,968.8,27
162,2026-05-29,Brazil,android,influencer,1,22.7,1
163,26.02.2026,DE,android,ua_google,2,45.0,2
164,30.09.2025,RU,Android,ua_google,8,144.0,7
165,08.10.2025,null,pc,ua_tiktok,31,656.1,14
166,26.11.2025,DE,ios,ua_google,3,44.3,2
167,21.11.2025,TR,android,ua_tiktok,7,173.4,3
168,16.09.2025,BR,PC,organic,1,null,1
169,2025-11-06,TR,PC,organic,295,5999.1,154
170,2026-01-20,,android,cross_promo,1,68.0,1
171,2026-04-16,USA,pc,influencer,28,654.8,10
172,20.10.2025,TR,pc,ua_tiktok,8,119.0,4
173,2026-01-03,IN,android,ua_google,2,75.9,2
174,2025-09-25,DE,ios,ua_facebook,182,3746.4,94
175,21.10.2025,MX,pc,cross_promo,2,47.7,1
176,2026-01-10,RU,android,ua_google,2,28.6,1
177,2026-02-08,PL,ios,cross_promo,1,8.4,1
178,16.09.2025,ES,ios,ua_google,24,"368,7",16
179,2025-12-04,TR,pc,influencer,12,207.8,3
180,2025-12-10,US,Windows,ua_tiktok,3,28.9,3
181,2025-10-12,,pc,ua_facebook,3,49.1,2
182,2026-04-17,DE,ios,ua_facebook,15,428.4,11
183,10.01.2026,RU,IOS,ua_tiktok,20,319.7,7
184,2026-05-26,PL,ANDROID,ua_google,28,595.7,14
185,2026-01-10,DE,ios,organic,7,178.0,4
186,2026-05-26,DE,ios,ua_facebook,1,4.6,2
187,30.12.2025,DE,ios,ua_facebook,3,-,2
188,2026-02-26,PL,android,ua_tiktok,1,13.3,1
189,2026-04-21,FR,ios,ua_facebook,73,1491.5,39
190,2025-09-07,BR,pc,ua_facebook,1,23.4,1
191,2026-03-30,,android,cross_promo,78,"1749,6",38
192,2025-11-27,-,ANDROID,organic,139,2845.8,66
193,2026-05-05,DE,pc,ua_tiktok,1,28.8,1
194,2025-12-10,RU,android,organic,3,45.2,1
195,2025-09-02,BR,ios,cross_promo,9,184.6,5
196,2026-05-03,BR,pc,organic,3,58.3,2
197,2025-09-06,RU,android,ua_tiktok,3,н/д,2
198,2026-01-17,ES,android,ua_google,31,607.8,11
199,2025-11-05,BR,android,influencer,16,213.1,5
200,2025-09-19,FR,IOS,ua_google,84,1739.3,60
201,2026-01-02,BR,pc,ua_google,18,244.2,12
202,2026-01-27,NaN,iOS,ua_tiktok,116,2405.0,54
203,15.10.2025,,ios,ua_tiktok,80,,36
204,2025-09-25,DE,ios,organic,1,12.9,1
205,2025-09-05,US,android,cross_promo,75,1594.9,39
206,2026-01-03,RU,android,ua_google,1,25.5,1
207,2026-02-07,Brazil,pc,ua_google,15,296.4,7
208,2026-03-23,RU,ios,ua_facebook,1,н/д,1
209,14.11.2025,US,android,organic,3,99.2,3
210,2025-12-17,RU,PC,ua_google,2,52.2,2
211,2025-10-02,MX,android,ua_google,3,42.9,1
212,2026-03-11,PL,pc,ua_google,4,49.8,2
213,2026-04-05,br,ios,organic,3,126.5,2
214,2026-03-31,DE,android,ua_tiktok,71,1885.1,43
215,2025-12-03,US,ios,ua_google,2,63.8,1
216,2026-06-22,RU,ios,organic,8,102.5,2
217,28.09.2025,ES,ios,ua_tiktok,14,288.1,10
218,01.04.2026,Brazil,android,ua_facebook,1,41.8,2
219,2026-05-08,BR,pc,cross_promo,8,96.8,5
220,2025-11-11,PL,pc,organic,1,6.5,1
221,2026-04-06,PL,android,influencer,11,191.1,2
222,2025-09-15,ru,ANDROID,organic,3,57.3,3
223,2026-04-18,Russia,android,ua_google,92,1691.5,58
224,20.01.2026,US,pc,ua_google,29,746.8,12
225,2026-06-08,PL,pc,ua_google,3,39.9,1
226,2025-11-11,DE,ios,organic,2,39.7,2
227,2025-12-13,PL,pc,ua_facebook,4,62.3,2
228,10.09.2025,PL,android,ua_tiktok,1,13.2,1
229,2026-04-21,br,iOS,influencer,17,425.5,7
230,2026-01-10,US,PC,organic,1,13.7,1
231,17.06.2026,TR,android,organic,8,181.1,3
232,2025-10-11,DE,android,ua_tiktok,3,36.9,2
233,2026-02-26,PL,ios,ua_google,84,1668.9,29
234,2026-02-02,TR,ios,ua_tiktok,1,68.5,1
235,2025-11-26,DE,pc,ua_google,6,81.6,4
236,29.09.2025,Turkey,ios,ua_google,13,201.6,8
237,21.02.2026,FR,ios,ua_google,71,1280.0,30
238,2025-11-27,ru,android,ua_facebook,8,356.0,8
239,03.12.2025,IN,iOS,ua_facebook,1,3.0,1
240,24.02.2026,-,pc,ua_facebook,2,104.0,2
241,2025-09-12,TR,android,ua_facebook,1,6.2,3
242,2026-03-31,DE,IOS,ua_facebook,1,156.1,2
243,2025-09-13,TR,Windows,influencer,101,2552.8,51
244,2026-02-15,TR,pc,ua_google,6,70.1,4
245,2026-03-26,US,ios,ua_facebook,8,,5
246,2025-11-07,BR,pc,organic,2,106.8,3
247,2026-06-17,BR,ios,influencer,9,153.1,5
248,2025-12-14,RU,Android,cross_promo,2,32.5,3
249,2025-10-11,Germany,ios,ua_facebook,1,11.8,1
250,2026-01-07,IN,android,organic,2,19.9,2
251,2025-12-11,Russia,ios,organic,74,1289.7,37
252,2025-09-13,BR,ios,ua_tiktok,168,4285.4,61
253,04.10.2025,USA,Android,ua_tiktok,1,"15,0",1
254,2026-05-18,RU,iOS,ua_google,32,679.4,18
255,2026-04-12,US,ios,ua_facebook,2,65.7,3
256,2026-01-12,ES,pc,ua_google,75,1618.2,36
257,2026-06-16,NaN,ios,organic,9,,4
258,11.11.2025,US,android,organic,4,106.0,3
259,2026-05-20,IN,ANDROID,cross_promo,15,291.7,6
260,2025-12-23,PL,pc,ua_google,5,75.6,3
261,11.04.2026,DE,android,ua_tiktok,3,51.3,4
262,2026-04-16,BR,Windows,organic,95,2065.0,41
263,2025-10-02,DE,IOS,ua_google,6,249.5,3
264,14.11.2025,н/д,pc,ua_facebook,140,2886.0,75
265,2026-04-07,ES,ANDROID,ua_facebook,1,21.4,1
266,2025-09-05,PL,iOS,ua_tiktok,1,11.2,1
267,2026-04-27,FR,android,ua_facebook,11,"159,5",5
268,2026-04-13,TR,android,ua_facebook,119,2117.0,54
269,16.06.2026,FR,android,ua_tiktok,12,"272,3",7
270,2025-09-22,-,pc,ua_tiktok,10,299.9,6
271,2026-03-27,FR,ANDROID,ua_tiktok,111,2253.1,46
272,2026-02-18,ES,pc,ua_tiktok,49,1064.0,28
273,2025-09-09,IN,ios,ua_facebook,4,87.2,2
274,2025-09-20,US,pc,organic,173,3462.5,64
275,2025-09-17,IN,android,ua_google,4,66.8,3
276,12.09.2025,NaN,pc,ua_tiktok,2,114.9,2
277,21.01.2026,,android,organic,5,95.3,3
278,2026-03-05,,ios,ua_google,12,310.0,6
279,2026-03-02,MX,pc,organic,97,1939.6,50
280,2026-04-15,DE,pc,influencer,13,283.8,6
281,2025-12-28,DE,android,ua_tiktok,25,,14
282,2026-03-20,BR,android,ua_tiktok,7,"134,9",1
283,2026-05-15,br,ios,ua_tiktok,4,145.3,6
284,11.11.2025,RU,iOS,ua_facebook,5,49.9,4
285,2026-03-19,IN,ios,ua_facebook,5,79.2,3
286,2026-04-03,PL,ANDROID,ua_facebook,1,9.7,1
287,04.12.2025,,android,organic,2,24.7,2
288,27.10.2025,IN,android,influencer,5,107.7,3
289,04.05.2026,PL,ios,ua_google,50,639.3,20
290,22.12.2025,FR,android,organic,69,1395.5,30
291,2025-10-26,IN,android,ua_tiktok,2,32.5,2
292,09.01.2026,TR,ANDROID,ua_google,2,36.0,2
293,17.02.2026,IN,android,organic,92,1817.9,39
294,2026-01-03,BR,android,ua_facebook,13,397.5,4
295,2025-09-09,US,Windows,ua_tiktok,3,109.0,2
296,2026-01-24,USA,android,organic,3,"109,1",4
297,2025-09-03,MX,android,ua_tiktok,5,null,2
298,2025-10-29,BR,pc,influencer,21,372.3,10
299,2025-10-05,MX,android,organic,75,1824.7,23
300,2025-09-26,MX,android,organic,159,2991.5,80
301,2025-11-15,DE,ios,organic,23,571.8,13
302,28.05.2026,PL,android,cross_promo,3,83.7,2
303,13.12.2025,IN,pc,organic,2,64.3,2
304,2025-11-14,ES,android,cross_promo,2,8.5,1
305,2026-01-03,US,pc,ua_google,11,335.9,1
306,2026-01-25,MX,android,ua_facebook,4,117.9,5
307,2026-03-08,TR,PC,influencer,114,2403.8,57
308,2026-03-03,us,pc,ua_facebook,3,81.2,2
309,2026-04-21,MX,android,influencer,78,1211.4,27
310,2026-03-14,PL,ios,ua_google,5,80.5,3
311,2025-10-09,BR,ANDROID,cross_promo,20,"488,2",10
312,2025-11-16,DE,android,organic,12,172.0,6
313,27.11.2025,PL,pc,influencer,1,12.6,1
314,04.09.2025,TR,android,ua_facebook,1,33.0,1
315,2026-06-25,PL,ios,ua_facebook,5,-,6
316,2026-01-29,DE,pc,organic,11,193.2,7
317,2025-09-03,Germany,ios,organic,10,97.3,7
318,2025-11-19,BR,Android,ua_facebook,51,895.3,25
319,2026-05-02,tr,ios,ua_google,3,25.0,4
320,2025-09-01,ES,pc,organic,1,55.4,1
321,23.05.2026,ES,ios,cross_promo,25,471.1,16
322,2026-06-23,IN,Android,influencer,4,-,1
323,2026-05-07,Russia,android,organic,47,1086.5,26
324,2026-04-18,US,ios,ua_facebook,8,123.0,4
325,15.04.2026,US,ANDROID,organic,1,102.1,2
326,2026-01-19,TR,android,ua_google,17,283.6,8
327,2025-10-26,Germany,pc,ua_google,1,23.8,1
328,2026-03-12,DE,Android,ua_facebook,76,1624.0,34
329,2026-05-16,PL,android,ua_facebook,34,1154.6,16
330,2026-06-07,PL,Android,ua_facebook,19,350.9,10
331,11.10.2025,FR,iOS,ua_facebook,1,32.1,1
332,17.10.2025,RU,ios,organic,51,1346.5,23
333,2025-12-10,RU,ios,ua_google,3,,4
334,11.03.2026,,ios,cross_promo,1,18.4,1
335,2026-06-18,PL,android,ua_google,9,261.0,4
336,2026-04-20,DE,ios,ua_google,1,39.9,1
337,2026-02-20,-,ios,ua_google,77,2006.2,47
338,2025-10-14,,ios,organic,15,344.1,7
339,2026-05-04,,ios,ua_facebook,1,15.6,2
340,2026-01-29,MX,IOS,ua_google,146,2699.4,70
341,11.06.2026,BR,pc,ua_google,19,515.1,14
342,2026-05-24,DE,pc,ua_tiktok,37,838.0,21
343,2025-10-09,ES,ios,ua_google,25,"535,9",9
344,2025-09-22,FR,pc,ua_facebook,2,58.6,1
345,2025-11-26,TR,PC,ua_google,1,3.9,2
346,2026-03-26,,android,organic,99,1710.4,47
347,23.02.2026,PL,ios,cross_promo,67,1449.7,31
348,15.10.2025,us,iOS,ua_tiktok,2,7.5,1
349,2025-10-13,ru,ios,influencer,5,192.0,5
350,04.04.2026,PL,pc,cross_promo,37,"829,2",29
351,2026-04-19,DE,ios,ua_facebook,7,158.8,3
352,2025-09-22,PL,ANDROID,ua_facebook,3,31.0,3
353,2026-03-28,TR,android,organic,1,10.7,2
354,2026-01-24,PL,Windows,ua_google,7,102.9,3
355,2025-11-15,,ios,ua_google,2,"36,8",3
356,2026-01-18,USA,ios,ua_google,2,15.7,3
357,2025-09-12,IN,ios,ua_google,1,16.0,2
358,2025-11-08,PL,ANDROID,ua_tiktok,10,185.6,6
359,18.09.2025,DE,android,ua_facebook,1,22.8,2
360,2025-12-06,FR,android,ua_facebook,1,10.4,1
361,2025-10-03,DE,pc,influencer,15,238.4,8
362,19.10.2025,NaN,pc,organic,10,173.9,2
363,2026-02-14,PL,android,ua_tiktok,3,109.8,2
364,2026-01-27,IN,ANDROID,ua_google,1,7.0,1
365,03.10.2025,TR,android,ua_google,1,10.7,1
366,2026-01-09,BR,android,cross_promo,67,1664.4,28
367,01.12.2025,TR,pc,ua_google,2,116.3,2
368,08.12.2025,Turkey,pc,influencer,1,19.9,1
369,2026-06-26,Germany,Android,ua_facebook,0,0,1
370,03.05.2026,TR,android,cross_promo,1,,1
371,2025-09-26,DE,ios,ua_tiktok,1,20.8,2
372,2025-09-17,de,Android,influencer,1,12.1,1
373,2026-02-07,FR,android,ua_google,2,NaN,2
374,2025-10-07,MX,ios,organic,6,121.6,3
375,2025-09-03,TR,IOS,ua_google,188,NaN,85
376,27.04.2026,FR,PC,ua_facebook,15,273.3,13
377,2025-11-22,IN,ANDROID,cross_promo,2,17.5,3
378,2025-09-10,ES,ios,ua_facebook,68,1474.8,32
379,2026-06-13,MX,iOS,ua_facebook,1,7.5,1
380,2025-11-15,PL,pc,ua_facebook,4,68.6,4
381,2025-10-17,ru,iOS,ua_facebook,2,12.4,1
382,2026-04-28,DE,ios,ua_facebook,1,7.1,2
383,2026-03-22,IN,pc,ua_facebook,2,29.2,3
384,2025-12-23,DE,ios,organic,16,289.7,5
385,2025-09-18,BR,ios,organic,34,705.1,24
386,12.09.2025,FR,android,organic,1,10.0,2
387,2025-09-17,FR,pc,ua_facebook,1,9.2,2
388,2025-10-09,ES,pc,cross_promo,162,3410.1,63
389,15.05.2026,BR,android,ua_facebook,1,19.7,2
390,12.09.2025,US,android,ua_tiktok,8,144.8,8
391,2026-04-27,IN,iOS,influencer,6,181.5,4
392,2025-11-21,DE,android,organic,3,н/д,4
393,2026-05-03,MX,android,ua_google,15,231.6,8
394,2025-10-27,FR,ios,organic,1,"6,6",1
395,22.06.2026,ES,ios,ua_facebook,4,81.8,5
396,2025-10-21,ES,android,influencer,12,208.2,10
397,2025-09-16,Germany,android,ua_facebook,63,1244.7,33
398,2025-09-12,US,ios,ua_tiktok,16,319.3,8
399,2025-10-02,GER,android,organic,2,11.1,1
400,06.09.2025,TR,android,organic,126,2373.5,65
401,2025-09-24,IN,android,organic,244,4499.7,107
402,2026-03-28,MX,Windows,ua_facebook,12,164.2,8
403,2026-02-17,BR,pc,influencer,1,6.1,1
404,2026-04-11,BR,ios,cross_promo,1,121.7,1
405,2026-02-14,TR,pc,ua_tiktok,1,10.1,1
406,2026-04-27,FR,android,cross_promo,44,803.8,17
407,2026-02-27,ES,iOS,ua_facebook,15,436.6,6
408,2026-01-27,IN,PC,ua_google,17,366.4,12
409,2025-10-05,PL,Android,ua_facebook,1,22.2,3
410,18.11.2025,DE,Windows,ua_facebook,10,129.5,5
411,2025-12-07,US,Android,organic,3,89.4,2
412,2026-01-17,IN,android,ua_tiktok,3,54.8,4
413,19.09.2025,ES,android,organic,2,51.3,2
414,2026-06-16,MX,ANDROID,ua_tiktok,14,236.8,7
415,2026-03-20,ru,android,ua_google,2,"30,1",2
416,2026-01-02,DE,pc,cross_promo,3,99.4,4
417,2025-11-10,PL,ios,ua_google,36,727.4,19
418,2025-12-17,FR,android,cross_promo,4,50.3,3
419,2026-02-21,BR,android,cross_promo,10,132.1,6
420,2026-06-27,IN,pc,influencer,2,"44,7",3
421,2026-02-01,US,PC,organic,1,19.4,1
422,2025-11-28,TR,ios,influencer,1,5.5,1
423,10.11.2025,DE,Android,ua_tiktok,5,106.0,7
424,2026-03-25,,pc,ua_tiktok,89,1708.3,43
425,12.01.2026,ES,android,ua_tiktok,8,"96,0",7
426,16.12.2025,NaN,android,ua_google,5,92.6,5
427,14.01.2026,RU,android,ua_tiktok,2,72.9,2
428,12.05.2026,TR,pc,organic,3,94.9,3
429,2026-04-03,ES,android,ua_facebook,2,64.9,3
430,01.09.2025,Brazil,pc,cross_promo,17,260.8,7
431,2025-09-07,TR,pc,organic,26,"497,4",12
432,2025-10-15,-,ios,ua_facebook,76,н/д,40
433,2026-06-21,TR,ios,cross_promo,11,188.2,10
434,06.01.2026,US,ios,organic,58,1106.3,42
435,2025-09-13,RU,IOS,organic,16,435.1,13
436,2025-10-14,-,pc,organic,220,5434.2,114
437,2025-09-04,Turkey,android,influencer,39,560.6,16
438,2025-11-21,RU,ios,ua_google,1,30.8,3
439,15.12.2025,BR,ios,ua_facebook,41,747.2,12
440,08.06.2026,BR,ios,ua_facebook,13,238.8,7
441,2025-09-05,DE,android,ua_tiktok,3,39.8,2
442,2026-01-15,MX,pc,ua_facebook,8,193.0,5
443,2026-02-12,us,ios,ua_google,2,"43,9",1
444,10.09.2025,US,PC,ua_google,4,97.2,3
445,2025-09-02,RU,pc,organic,47,1118.9,24
446,25.12.2025,IN,ios,organic,4,80.9,4
447,26.12.2025,IN,iOS,ua_google,10,,4
448,19.03.2026,DE,pc,ua_google,2,30.8,1
449,25.03.2026,IN,ios,ua_google,2,35.7,2
450,19.05.2026,PL,pc,ua_tiktok,25,693.2,18
451,01.04.2026,PL,android,influencer,17,344.2,10
452,19.05.2026,TR,ANDROID,organic,6,205.2,3
453,2025-12-21,Brazil,pc,ua_facebook,2,,2
454,03.09.2025,PL,android,cross_promo,10,213.3,5
455,2025-12-09,IN,ios,ua_tiktok,9,"196,0",7
456,11.12.2025,MX,pc,ua_facebook,1,43.0,1
457,2026-03-24,DE,android,ua_google,20,"395,3",8
458,2026-02-01,MX,ios,ua_facebook,10,166.0,4
459,12.12.2025,DE,pc,ua_tiktok,63,1505.8,32
460,15.11.2025,DE,ANDROID,ua_tiktok,89,1776.2,41
461,22.06.2026,USA,android,ua_google,9,152.6,4
462,2025-09-07,DE,android,organic,1,9.5,1
463,2026-02-28,TR,android,cross_promo,1,9.1,1
464,03.05.2026,IN,android,ua_google,37,643.1,19
465,2026-04-12,ES,android,ua_facebook,1,-,2
466,2025-10-28,BR,ios,ua_facebook,2,24.8,1
467,2026-01-26,DE,android,ua_tiktok,83,-1681.9,47
468,2026-01-12,PL,android,influencer,4,60.2,1
469,08.12.2025,PL,PC,ua_google,2,н/д,2
470,2025-11-13,BR,pc,ua_facebook,7,174.6,2
471,2025-10-12,MX,pc,ua_tiktok,4,70.6,3
472,2025-09-26,IN,android,ua_tiktok,5,93.4,3
473,2025-11-28,TR,iOS,organic,1,10.4,1
474,2025-09-17,IN,ios,ua_facebook,3,55.3,3
475,2025-09-24,TR,ios,ua_facebook,4,55.0,1
476,2026-06-24,US,android,ua_facebook,1,22.7,2
477,2026-02-25,DE,Android,ua_facebook,122,2607.3,52
478,03.06.2026,MX,Windows,ua_facebook,1,31.3,1
479,2026-04-26,ES,android,ua_tiktok,1,107.6,2
480,2025-10-17,PL,android,ua_google,1,4.6,2
481,2025-12-09,NaN,android,ua_tiktok,1,15.9,2
482,2025-12-19,ES,pc,influencer,131,2382.4,71
483,13.11.2025,TR,Windows,organic,2,90.6,2
484,2026-01-12,TR,android,ua_facebook,1,10.0,1
485,2026-01-24,US,android,ua_google,1,40.7,1
486,24.09.2025,IN,ios,influencer,3,69.1,2
487,02.04.2026,MX,ios,ua_tiktok,3,61.4,2
488,2026-03-11,DE,ANDROID,organic,2,23.9,1
489,2025-12-25,ES,pc,influencer,1,8.0,1
490,2025-09-25,GER,android,cross_promo,67,1409.0,40
