talk_id,rating,votes
10,Courageous,46
10,Fascinating,47
10,Funny,27
10,Informative,47
10,Ingenious,20
10,Inspiring,34
10,Jaw-dropping,41
10,Longwinded,2
10,OK,6
10,Obnoxious,8
10,Persuasive,17
10,Unconvincing,4
11,Beautiful,23
11,Confusing,11
11,Courageous,3
11,Fascinating,23
11,Funny,22
11,Informative,17
11,Ingenious,16
11,Inspiring,15
11,Jaw-dropping,13
11,Longwinded,20
11,OK,2
11,Persuasive,13
11,Unconvincing,3
12,Beautiful,11
12,Confusing,8
12,Courageous,10
12,Fascinating,10
12,Funny,11
12,Informative,6
12,Ingenious,6
12,Inspiring,9
12,Jaw-dropping,3
12,OK,8
12,Obnoxious,2
12,Persuasive,6
12,Unconvincing,5
13,Beautiful,212
13,Confusing,184
13,Courageous,202
13,Fascinating,227
13,Funny,190
13,Informative,133
13,Ingenious,148
13,Inspiring,177
13,Jaw-dropping,192
13,Longwinded,80
13,OK,34
13,Obnoxious,17
13,Persuasive,166
13,Unconvincing,209
14,Beautiful,88
14,Confusing,54
14,Courageous,64
14,Fascinating,75
14,Funny,72
14,Informative,53
14,Ingenious,69
14,Inspiring,71
14,Jaw-dropping,80
14,Longwinded,72
14,OK,23
14,Persuasive,50
14,Unconvincing,34
15,Beautiful,124
15,Confusing,51
15,Courageous,107
15,Fascinating,99
15,Funny,119
15,Informative,102
15,Ingenious,49
15,Inspiring,96
15,Jaw-dropping,93
15,Longwinded,10
15,OK,20
15,Obnoxious,140
15,Persuasive,134
15,Unconvincing,85
16,Beautiful,68
16,Confusing,1
16,Courageous,48
16,Fascinating,102
16,Funny,4
16,Informative,72
16,Ingenious,114
16,Inspiring,37
16,Jaw-dropping,113
16,Longwinded,26
16,OK,112
16,Obnoxious,117
16,Persuasive,63
16,Unconvincing,20
17,Beautiful,326
17,Confusing,77
17,Courageous,129
17,Fascinating,215
17,Funny,91
17,Informative,230
17,Ingenious,159
17,Inspiring,351
17,Jaw-dropping,189
17,Longwinded,29
17,OK,2
17,Obnoxious,2
17,Persuasive,350
17,Unconvincing,3
18,Beautiful,157
18,Confusing,84
18,Courageous,107
18,Fascinating,83
18,Funny,96
18,Informative,156
18,Ingenious,146
18,Inspiring,120
18,Jaw-dropping,163
18,Longwinded,35
18,OK,14
18,Obnoxious,28
18,Persuasive,49
18,Unconvincing,18
19,Beautiful,68
19,Confusing,60
19,Courageous,223
19,Fascinating,128
19,Funny,198
19,Informative,133
19,Ingenious,189
19,Inspiring,37
19,Jaw-dropping,141
19,Longwinded,9
19,OK,52
19,Obnoxious,155
19,Persuasive,189
19,Unconvincing,16
20,Beautiful,16
20,Confusing,12
20,Courageous,8
20,Fascinating,20
20,Funny,10
20,Informative,5
20,Ingenious,20
20,Inspiring,1
20,Jaw-dropping,8
20,Longwinded,18
20,Persuasive,14
20,Unconvincing,3
21,Beautiful,63
21,Confusing,1
21,Courageous,48
21,Fascinating,65
21,Funny,24
21,Informative,56
21,Ingenious,50
21,Inspiring,52
21,Jaw-dropping,14
21,Longwinded,71
21,Obnoxious,42
21,Persuasive,58
21,Unconvincing,66
22,Beautiful,159
22,Confusing,51
22,Courageous,147
22,Fascinating,115
22,Funny,144
22,Informative,155
22,Ingenious,70
22,Inspiring,124
22,Jaw-dropping,88
22,Longwinded,57
22,OK,146
22,Obnoxious,82
22,Persuasive,116
22,Unconvincing,9
23,Beautiful,617
23,Confusing,206
23,Courageous,799
23,Fascinating,1625
23,Funny,798
23,Informative,152
23,Ingenious,1237
23,Inspiring,1214
23,Jaw-dropping,1432
23,Longwinded,46
23,OK,1290
23,Obnoxious,1202
23,Persuasive,1701
23,Unconvincing,245
24,Beautiful,72
24,Confusing,73
24,Courageous,22
24,Fascinating,36
24,Funny,15
24,Informative,73
24,Ingenious,62
24,Inspiring,44
24,Jaw-dropping,39
24,Longwinded,20
24,Obnoxious,45
24,Persuasive,56
24,Unconvincing,40
25,Beautiful,174
25,Confusing,143
25,Courageous,367
25,Fascinating,438
25,Funny,221
25,Informative,219
25,Ingenious,431
25,Inspiring,381
25,Jaw-dropping,358
25,Longwinded,257
25,OK,398
25,Obnoxious,13
25,Persuasive,92
25,Unconvincing,245
26,Beautiful,8
26,Confusing,16
26,Courageous,19
26,Fascinating,15
26,Funny,17
26,Informative,14
26,Ingenious,16
26,Inspiring,12
26,Jaw-dropping,24
26,Longwinded,3
26,OK,8
26,Persuasive,14
26,Unconvincing,3
27,Beautiful,18
27,Confusing,14
27,Courageous,15
27,Fascinating,9
27,Funny,14
27,Informative,17
27,Ingenious,14
27,Inspiring,8
27,Jaw-dropping,14
27,Longwinded,1
27,Obnoxious,7
27,Persuasive,10
27,Unconvincing,3
28,Beautiful,75
28,Confusing,11
28,Courageous,66
28,Fascinating,70
28,Funny,91
28,Informative,47
28,Ingenious,68
28,Inspiring,90
28,Jaw-dropping,92
28,OK,5
28,Obnoxious,5
28,Persuasive,65
28,Unconvincing,15
29,Beautiful,88
29,Confusing,30
29,Courageous,96
29,Fascinating,49
29,Funny,90
29,Informative,35
29,Ingenious,87
29,Inspiring,120
29,Jaw-dropping,106
29,Longwinded,14
29,OK,15
29,Obnoxious,7
29,Persuasive,73
29,Unconvincing,117
30,Beautiful,53
30,Confusing,28
30,Courageous,16
30,Fascinating,28
30,Funny,72
30,Informative,54
30,Ingenious,70
30,Inspiring,79
30,Jaw-dropping,40
30,Obnoxious,9
30,Persuasive,42
31,Beautiful,67
31,Confusing,21
31,Courageous,74
31,Fascinating,49
31,Funny,90
31,Informative,88
31,Ingenious,67
31,Inspiring,89
31,Jaw-dropping,73
31,Longwinded,25
31,Obnoxious,2
31,Persuasive,64
31,Unconvincing,15
32,Beautiful,32
32,Courageous,56
32,Fascinating,36
32,Funny,41
32,Informative,55
32,Ingenious,28
32,Inspiring,27
32,Jaw-dropping,46
32,Longwinded,47
32,OK,7
32,Obnoxious,40
32,Persuasive,30
32,Unconvincing,23
33,Beautiful,75
33,Confusing,39
33,Courageous,90
33,Fascinating,54
33,Funny,92
33,Informative,32
33,Ingenious,101
33,Inspiring,67
33,Jaw-dropping,18
33,Longwinded,50
33,OK,53
33,Obnoxious,85
33,Persuasive,69
33,Unconvincing,22
34,Beautiful,448
34,Courageous,268
34,Fascinating,413
34,Funny,519
34,Informative,209
34,Ingenious,394
34,Inspiring,173
34,Jaw-dropping,494
34,Longwinded,162
34,OK,180
34,Obnoxious,509
34,Persuasive,333
34,Unconvincing,332
35,Beautiful,35
35,Confusing,19
35,Courageous,29
35,Fascinating,24
35,Funny,32
35,Informative,27
35,Ingenious,16
35,Inspiring,34
35,Jaw-dropping,36
35,Longwinded,2
35,OK,14
35,Obnoxious,7
35,Persuasive,10
36,Beautiful,11
36,Confusing,3
36,Courageous,12
36,Fascinating,4
36,Funny,9
36,Informative,8
36,Ingenious,11
36,Inspiring,3
36,Jaw-dropping,11
36,Longwinded,9
36,OK,2
36,Persuasive,12
37,Beautiful,4
37,Confusing,3
37,Courageous,4
37,Fascinating,13
37,Funny,6
37,Informative,14
37,Ingenious,6
37,Inspiring,1
37,Jaw-dropping,12
37,OK,8
37,Persuasive,11
38,Beautiful,194
38,Confusing,364
38,Courageous,204
38,Fascinating,281
38,Funny,388
38,Informative,402
38,Ingenious,490
38,Inspiring,45
38,Jaw-dropping,466
38,Longwinded,84
38,OK,10
38,Obnoxious,437
38,Persuasive,386
38,Unconvincing,2
39,Beautiful,100
39,Confusing,29
39,Courageous,61
39,Fascinating,18
39,Funny,26
39,Informative,75
39,Ingenious,98
39,Inspiring,74
39,Jaw-dropping,104
39,Longwinded,48
39,OK,33
39,Obnoxious,1
39,Persuasive,29
39,Unconvincing,20
40,Beautiful,28
40,Confusing,11
40,Courageous,6
40,Fascinating,39
40,Funny,41
40,Informative,14
40,Ingenious,24
40,Inspiring,42
40,Jaw-dropping,24
40,Longwinded,21
40,OK,35
40,Obnoxious,22
40,Persuasive,20
40,Unconvincing,41
41,Beautiful,13
41,Confusing,11
41,Courageous,14
41,Fascinating,9
41,Funny,6
41,Informative,10
41,Ingenious,10
41,Inspiring,7
41,Jaw-dropping,12
41,OK,2
41,Persuasive,8
42,Beautiful,118
42,Confusing,61
42,Courageous,179
42,Fascinating,116
42,Funny,151
42,Informative,50
42,Ingenious,145
42,Inspiring,192
42,Jaw-dropping,143
42,Longwinded,57
42,OK,183
42,Obnoxious,39
42,Persuasive,126
43,Beautiful,26
43,Courageous,25
43,Fascinating,18
43,Funny,4
43,Informative,13
43,Ingenious,27
43,Inspiring,15
43,Jaw-dropping,9
43,Longwinded,19
43,OK,2
43,Obnoxious,10
43,Persuasive,28
44,Beautiful,36
44,Confusing,6
44,Courageous,188
44,Fascinating,73
44,Funny,162
44,Informative,161
44,Ingenious,104
44,Inspiring,206
44,Jaw-dropping,108
44,OK,31
44,Obnoxious,1
44,Persuasive,121
44,Unconvincing,55
45,Beautiful,19
45,Confusing,5
45,Courageous,44
45,Fascinating,44
45,Funny,23
45,Informative,39
45,Ingenious,37
45,Inspiring,39
45,Jaw-dropping,30
45,Longwinded,1
45,OK,11
45,Obnoxious,39
45,Persuasive,44
45,Unconvincing,8
46,Beautiful,89
46,Confusing,3
46,Courageous,106
46,Fascinating,86
46,Funny,121
46,Informative,36
46,Ingenious,107
46,Inspiring,104
46,Jaw-dropping,41
46,Longwinded,42
46,OK,99
46,Obnoxious,3
46,Persuasive,38
46,Unconvincing,120
47,Beautiful,36
47,Confusing,25
47,Courageous,50
47,Fascinating,43
47,Funny,22
47,Informative,49
47,Ingenious,60
47,Inspiring,34
47,Jaw-dropping,29
47,Longwinded,49
47,OK,58
47,Obnoxious,9
47,Persuasive,39
47,Unconvincing,18
48,Beautiful,102
48,Confusing,117
48,Courageous,266
48,Fascinating,372
48,Funny,308
48,Informative,239
48,Ingenious,387
48,Inspiring,347
48,Jaw-dropping,384
48,Longwinded,239
48,OK,371
48,Obnoxious,23
48,Persuasive,317
48,Unconvincing,44
49,Beautiful,25
49,Courageous,23
49,Fascinating,42
49,Funny,21
49,Informative,42
49,Ingenious,44
49,Inspiring,37
49,Jaw-dropping,14
49,OK,13
49,Obnoxious,4
49,Persuasive,35
49,Unconvincing,1
50,Beautiful,1116
50,Confusing,146
50,Courageous,1758
50,Fascinating,700
50,Funny,1280
50,Informative,1437
50,Ingenious,1461
50,Inspiring,431
50,Jaw-dropping,1101
50,Longwinded,327
50,OK,1355
50,Obnoxious,460
50,Persuasive,642
50,Unconvincing,1391
51,Beautiful,95
51,Confusing,125
51,Courageous,120
51,Fascinating,104
51,Funny,42
51,Informative,133
51,Ingenious,63
51,Inspiring,109
51,Jaw-dropping,62
51,Longwinded,138
51,OK,36
51,Obnoxious,9
51,Persuasive,95
51,Unconvincing,25
52,Beautiful,114
52,Confusing,86
52,Courageous,199
52,Fascinating,153
52,Funny,230
52,Informative,49
52,Ingenious,267
52,Inspiring,191
52,Jaw-dropping,239
52,Longwinded,103
52,OK,56
52,Obnoxious,79
52,Persuasive,133
52,Unconvincing,4
53,Beautiful,150
53,Courageous,177
53,Fascinating,68
53,Funny,145
53,Informative,178
53,Ingenious,184
53,Inspiring,162
53,Jaw-dropping,149
53,OK,52
53,Obnoxious,153
53,Persuasive,185
53,Unconvincing,105
54,Beautiful,63
54,Confusing,59
54,Courageous,70
54,Fascinating,26
54,Funny,57
54,Informative,61
54,Ingenious,66
54,Inspiring,46
54,Jaw-dropping,10
54,Longwinded,66
54,OK,19
54,Obnoxious,17
54,Persuasive,51
54,Unconvincing,7
55,Beautiful,247
55,Confusing,256
55,Courageous,322
55,Fascinating,230
55,Funny,421
55,Informative,242
55,Ingenious,274
55,Inspiring,259
55,Jaw-dropping,108
55,Longwinded,323
55,Obnoxious,77
55,Persuasive,451
55,Unconvincing,311
56,Beautiful,128
56,Courageous,171
56,Fascinating,199
56,Funny,214
56,Informative,190
56,Ingenious,144
56,Inspiring,161
56,Jaw-dropping,121
56,Longwinded,111
56,OK,157
56,Obnoxious,1
56,Persuasive,238
56,Unconvincing,6
57,Beautiful,65
57,Confusing,28
57,Courageous,101
57,Fascinating,73
57,Funny,102
57,Informative,82
57,Ingenious,28
57,Inspiring,94
57,Jaw-dropping,54
57,Longwinded,5
57,OK,35
57,Obnoxious,37
57,Persuasive,12
57,Unconvincing,45
58,Beautiful,5
58,Confusing,2
58,Courageous,43
58,Fascinating,61
58,Funny,68
58,Informative,67
58,Ingenious,20
58,Inspiring,16
58,Jaw-dropping,32
58,Longwinded,8
58,OK,31
58,Persuasive,10
59,Beautiful,9
59,Confusing,3
59,Courageous,8
59,Fascinating,7
59,Funny,5
59,Informative,5
59,Ingenious,3
59,Inspiring,5
59,Jaw-dropping,8
59,OK,9
59,Obnoxious,4
59,Persuasive,7
59,Unconvincing,8
60,Beautiful,72
60,Confusing,25
60,Courageous,67
60,Fascinating,69
60,Funny,22
60,Informative,70
60,Ingenious,64
60,Inspiring,40
60,Jaw-dropping,33
60,Longwinded,33
60,OK,64
60,Obnoxious,5
60,Persuasive,14
60,Unconvincing,24
61,Beautiful,17
61,Courageous,27
61,Fascinating,15
61,Funny,24
61,Informative,26
61,Ingenious,17
61,Inspiring,15
61,Jaw-dropping,5
61,OK,1
61,Obnoxious,1
61,Persuasive,10
61,Unconvincing,1
62,Beautiful,134
62,Confusing,94
62,Courageous,94
62,Fascinating,155
62,Funny,52
62,Informative,166
62,Ingenious,143
62,Inspiring,135
62,Jaw-dropping,166
62,Longwinded,8
62,OK,53
62,Obnoxious,4
62,Persuasive,101
62,Unconvincing,46
63,Beautiful,125
63,Confusing,109
63,Courageous,155
63,Fascinating,162
63,Funny,157
63,Informative,76
63,Ingenious,121
63,Inspiring,72
63,Jaw-dropping,129
63,Longwinded,166
63,OK,88
63,Obnoxious,39
63,Persuasive,64
63,Unconvincing,155
64,Beautiful,98
64,Confusing,27
64,Courageous,96
64,Fascinating,116
64,Funny,54
64,Informative,53
64,Ingenious,117
64,Inspiring,68
64,Jaw-dropping,62
64,Longwinded,17
64,Obnoxious,8
64,Persuasive,81
64,Unconvincing,22
65,Beautiful,193
65,Confusing,120
65,Courageous,64
65,Fascinating,97
65,Funny,162
65,Informative,156
65,Ingenious,193
65,Inspiring,190
65,Jaw-dropping,166
65,Longwinded,2
65,OK,186
65,Obnoxious,124
65,Persuasive,32
65,Unconvincing,1
66,Beautiful,42
66,Confusing,1
66,Courageous,42
66,Fascinating,37
66,Funny,36
66,Informative,16
66,Ingenious,16
66,Inspiring,36
66,Jaw-dropping,42
66,Longwinded,3
66,OK,1
66,Obnoxious,20
66,Persuasive,51
66,Unconvincing,2
67,Beautiful,21
67,Confusing,3
67,Courageous,20
67,Fascinating,18
67,Funny,13
67,Informative,11
67,Ingenious,18
67,Inspiring,21
67,Jaw-dropping,9
67,Longwinded,3
67,Obnoxious,6
67,Persuasive,16
67,Unconvincing,19
68,Beautiful,265
68,Confusing,38
68,Courageous,111
68,Fascinating,290
68,Funny,162
68,Informative,251
68,Ingenious,158
68,Inspiring,137
68,Jaw-dropping,277
68,Longwinded,219
68,OK,72
68,Persuasive,240
68,Unconvincing,37
69,Beautiful,565
69,Confusing,295
69,Courageous,327
69,Fascinating,650
69,Funny,592
69,Informative,27
69,Ingenious,367
69,Inspiring,285
69,Jaw-dropping,79
69,Longwinded,27
69,OK,213
69,Obnoxious,228
69,Persuasive,318
69,Unconvincing,24
70,Beautiful,1
70,Confusing,1
70,Courageous,3
70,Fascinating,3
70,Funny,2
70,Informative,2
70,Ingenious,3
70,Inspiring,2
70,Jaw-dropping,1
70,Longwinded,2
70,Persuasive,1
70,Unconvincing,2
71,Beautiful,244
71,Confusing,164
71,Courageous,116
71,Fascinating,120
71,Funny,217
71,Informative,261
71,Ingenious,244
71,Inspiring,196
71,Jaw-dropping,153
71,Longwinded,61
71,OK,157
71,Obnoxious,209
71,Persuasive,254
71,Unconvincing,3
72,Beautiful,655
72,Confusing,62
72,Courageous,487
72,Fascinating,756
72,Funny,143
72,Informative,753
72,Ingenious,187
72,Inspiring,683
72,Jaw-dropping,553
72,Longwinded,167
72,OK,1
72,Obnoxious,737
72,Persuasive,393
72,Unconvincing,173
73,Beautiful,75
73,Confusing,59
73,Courageous,139
73,Fascinating,48
73,Funny,154
73,Informative,135
73,Ingenious,144
73,Inspiring,124
73,Jaw-dropping,73
73,Longwinded,4
73,OK,61
73,Obnoxious,62
73,Persuasive,126
73,Unconvincing,100
74,Beautiful,9
74,Confusing,17
74,Courageous,68
74,Fascinating,42
74,Funny,53
74,Informative,51
74,Ingenious,56
74,Inspiring,52
74,Jaw-dropping,22
74,Longwinded,35
74,OK,6
74,Obnoxious,1
74,Persuasive,71
74,Unconvincing,9
75,Beautiful,35
75,Confusing,3
75,Courageous,36
75,Fascinating,67
75,Funny,65
75,Informative,64
75,Ingenious,32
75,Inspiring,65
75,Jaw-dropping,31
75,Longwinded,57
75,OK,47
75,Obnoxious,80
75,Persuasive,44
75,Unconvincing,17
76,Beautiful,103
76,Confusing,154
76,Courageous,173
76,Fascinating,266
76,Funny,247
76,Informative,242
76,Ingenious,275
76,Inspiring,210
76,Jaw-dropping,202
76,Longwinded,17
76,OK,97
76,Obnoxious,22
76,Persuasive,252
76,Unconvincing,94
77,Beautiful,7
77,Confusing,10
77,Courageous,7
77,Fascinating,3
77,Funny,6
77,Informative,3
77,Ingenious,6
77,Inspiring,9
77,Jaw-dropping,7
77,OK,5
77,Obnoxious,4
77,Persuasive,9
78,Beautiful,42
78,Courageous,83
78,Fascinating,72
78,Funny,49
78,Informative,57
78,Ingenious,80
78,Inspiring,38
78,Jaw-dropping,67
78,Longwinded,70
78,OK,1
78,Obnoxious,5
78,Persuasive,84
78,Unconvincing,81
79,Beautiful,74
79,Courageous,31
79,Fascinating,63
79,Funny,83
79,Informative,58
79,Ingenious,42
79,Inspiring,61
79,Jaw-dropping,81
79,Longwinded,50
79,OK,53
79,Obnoxious,60
79,Persuasive,83
80,Beautiful,110
80,Confusing,3
80,Courageous,199
80,Fascinating,170
80,Funny,138
80,Informative,194
80,Ingenious,161
80,Inspiring,58
80,Jaw-dropping,161
80,Longwinded,7
80,OK,45
80,Obnoxious,145
80,Persuasive,150
80,Unconvincing,24
81,Beautiful,6
81,Courageous,9
81,Fascinating,9
81,Funny,4
81,Informative,5
81,Ingenious,3
81,Inspiring,7
81,Jaw-dropping,9
81,OK,1
81,Persuasive,8
81,Unconvincing,4
82,Beautiful,404
82,Confusing,23
82,Courageous,477
82,Fascinating,112
82,Funny,553
82,Informative,1065
82,Ingenious,1371
82,Inspiring,1254
82,Jaw-dropping,1079
82,Longwinded,1
82,OK,855
82,Obnoxious,156
82,Persuasive,899
82,Unconvincing,12
83,Beautiful,85
83,Confusing,98
83,Courageous,50
83,Fascinating,54
83,Funny,44
83,Informative,73
83,Ingenious,54
83,Inspiring,56
83,Jaw-dropping,87
83,Longwinded,2
83,OK,22
83,Obnoxious,28
83,Persuasive,49
83,Unconvincing,37
84,Beautiful,34
84,Confusing,17
84,Courageous,13
84,Fascinating,12
84,Funny,30
84,Informative,30
84,Ingenious,37
84,Inspiring,19
84,Jaw-dropping,24
84,Longwinded,38
84,OK,11
84,Obnoxious,43
84,Persuasive,44
84,Unconvincing,6
85,Beautiful,27
85,Confusing,4
85,Courageous,21
85,Fascinating,29
85,Funny,28
85,Informative,16
85,Ingenious,16
85,Inspiring,9
85,Jaw-dropping,26
85,Longwinded,28
85,OK,16
85,Persuasive,21
85,Unconvincing,18
86,Beautiful,11
86,Confusing,22
86,Courageous,33
86,Fascinating,14
86,Funny,29
86,Informative,30
86,Ingenious,13
86,Inspiring,23
86,Jaw-dropping,26
86,OK,12
86,Obnoxious,13
86,Persuasive,19
86,Unconvincing,6
87,Beautiful,56
87,Courageous,26
87,Fascinating,53
87,Funny,66
87,Informative,30
87,Ingenious,39
87,Inspiring,66
87,Jaw-dropping,53
87,Longwinded,15
87,OK,42
87,Obnoxious,3
87,Persuasive,61
87,Unconvincing,10
88,Beautiful,38
88,Confusing,30
88,Courageous,94
88,Fascinating,87
88,Funny,78
88,Informative,71
88,Ingenious,71
88,Inspiring,90
88,Jaw-dropping,72
88,Longwinded,2
88,OK,54
88,Obnoxious,28
88,Persuasive,32
88,Unconvincing,4
89,Beautiful,189
89,Confusing,126
89,Courageous,565
89,Fascinating,447
89,Funny,553
89,Informative,470
89,Ingenious,165
89,Inspiring,303
89,Jaw-dropping,621
89,Longwinded,288
89,OK,209
89,Obnoxious,18
89,Persuasive,602
89,Unconvincing,321
90,Beautiful,641
90,Confusing,598
90,Courageous,610
90,Fascinating,446
90,Funny,587
90,Informative,317
90,Ingenious,175
90,Inspiring,361
90,Jaw-dropping,156
90,Longwinded,396
90,OK,709
90,Obnoxious,451
90,Persuasive,451
90,Unconvincing,515
91,Beautiful,93
91,Confusing,124
91,Courageous,43
91,Fascinating,130
91,Funny,135
91,Informative,99
91,Ingenious,110
91,Inspiring,157
91,Jaw-dropping,175
91,Longwinded,2
91,OK,29
91,Obnoxious,36
91,Persuasive,157
91,Unconvincing,42
92,Beautiful,519
92,Confusing,221
92,Courageous,901
92,Fascinating,652
92,Funny,873
92,Informative,1423
92,Ingenious,1170
92,Inspiring,1076
92,Jaw-dropping,639
92,Longwinded,96
92,OK,406
92,Obnoxious,928
92,Persuasive,1420
92,Unconvincing,80
93,Beautiful,78
93,Courageous,16
93,Fascinating,61
93,Funny,40
93,Informative,29
93,Ingenious,36
93,Inspiring,95
93,Jaw-dropping,86
93,Longwinded,43
93,OK,4
93,Obnoxious,1
93,Persuasive,64
93,Unconvincing,51
94,Beautiful,249
94,Confusing,22
94,Courageous,710
94,Fascinating,488
94,Funny,343
94,Informative,193
94,Ingenious,320
94,Inspiring,748
94,Jaw-dropping,519
94,Longwinded,261
94,OK,364
94,Obnoxious,80
94,Persuasive,546
94,Unconvincing,321
95,Beautiful,212
95,Confusing,148
95,Courageous,147
95,Fascinating,248
95,Funny,109
95,Informative,170
95,Ingenious,178
95,Inspiring,209
95,Jaw-dropping,286
95,Longwinded,191
95,OK,98
95,Persuasive,223
95,Unconvincing,219
96,Beautiful,41
96,Confusing,37
96,Courageous,24
96,Fascinating,22
96,Funny,17
96,Informative,35
96,Ingenious,42
96,Inspiring,29
96,Jaw-dropping,42
96,Longwinded,3
96,OK,37
96,Obnoxious,32
96,Persuasive,20
96,Unconvincing,10
97,Beautiful,419
97,Confusing,7
97,Courageous,372
97,Fascinating,325
97,Funny,386
97,Informative,291
97,Ingenious,346
97,Inspiring,331
97,Jaw-dropping,349
97,Longwinded,88
97,OK,132
97,Obnoxious,119
97,Persuasive,201
97,Unconvincing,301
98,Beautiful,656
98,Confusing,17
98,Courageous,368
98,Fascinating,231
98,Funny,657
98,Informative,595
98,Ingenious,589
98,Inspiring,222
98,Jaw-dropping,257
98,Longwinded,218
98,OK,18
98,Obnoxious,522
98,Persuasive,566
98,Unconvincing,144
99,Beautiful,34
99,Confusing,22
99,Courageous,27
99,Fascinating,18
99,Funny,39
99,Informative,37
99,Ingenious,35
99,Inspiring,31
99,Jaw-dropping,16
99,Longwinded,22
99,OK,5
99,Persuasive,19
99,Unconvincing,9
100,Beautiful,130
100,Confusing,4
100,Courageous,111
100,Fascinating,95
100,Funny,86
100,Informative,97
100,Ingenious,88
100,Inspiring,79
100,Jaw-dropping,129
100,Longwinded,125
100,OK,13
100,Persuasive,19
100,Unconvincing,27
101,Beautiful,55
101,Confusing,55
101,Courageous,78
101,Fascinating,52
101,Funny,79
101,Informative,60
101,Ingenious,65
101,Inspiring,66
101,Jaw-dropping,46
101,Obnoxious,4
101,Persuasive,15
101,Unconvincing,71
102,Beautiful,9
102,Confusing,1
102,Courageous,6
102,Fascinating,3
102,Funny,4
102,Informative,8
102,Ingenious,9
102,Inspiring,7
102,Jaw-dropping,8
102,Longwinded,5
102,OK,1
102,Obnoxious,4
102,Persuasive,7
102,Unconvincing,2
103,Beautiful,18
103,Confusing,8
103,Courageous,23
103,Fascinating,13
103,Funny,32
103,Informative,4
103,Ingenious,16
103,Inspiring,9
103,Jaw-dropping,13
103,OK,26
103,Persuasive,23
103,Unconvincing,9
104,Beautiful,46
104,Confusing,177
104,Courageous,90
104,Fascinating,182
104,Funny,45
104,Informative,172
104,Ingenious,186
104,Inspiring,53
104,Jaw-dropping,57
104,OK,120
104,Obnoxious,5
104,Persuasive,76
104,Unconvincing,189
105,Beautiful,15
105,Confusing,10
105,Courageous,27
105,Fascinating,30
105,Funny,26
105,Informative,30
105,Ingenious,14
105,Inspiring,13
105,Jaw-dropping,17
105,Longwinded,14
105,OK,2
105,Obnoxious,6
105,Persuasive,25
105,Unconvincing,13
106,Beautiful,1022
106,Confusing,109
106,Courageous,1423
106,Fascinating,1002
106,Funny,1468
106,Informative,241
106,Ingenious,1646
106,Inspiring,1035
106,Jaw-dropping,603
106,Longwinded,30
106,OK,1175
106,Obnoxious,644
106,Persuasive,1008
106,Unconvincing,271
107,Beautiful,426
107,Confusing,1
107,Courageous,410
107,Fascinating,352
107,Funny,317
107,Informative,88
107,Ingenious,149
107,Inspiring,425
107,Jaw-dropping,118
107,Longwinded,18
107,OK,37
107,Obnoxious,64
107,Persuasive,39
107,Unconvincing,44
108,Beautiful,141
108,Confusing,24
108,Courageous,126
108,Fascinating,108
108,Funny,170
108,Informative,105
108,Ingenious,139
108,Inspiring,40
108,Jaw-dropping,136
108,Longwinded,31
108,OK,42
108,Obnoxious,70
108,Persuasive,167
